,country,date,daily_vaccinations,vaccines
1043,Poland,1/18/2021,33904.00,Pfizer/BioNTech
1044,Poland,1/19/2021,33087.00,Pfizer/BioNTech
1045,Poland,1/20/2021,31796.00,Pfizer/BioNTech
1046,Poland,1/21/2021,33503.00,Pfizer/BioNTech
1047,Poland,1/22/2021,35331.00,Pfizer/BioNTech
1048,Poland,1/23/2021,34837.00,Pfizer/BioNTech
1049,Poland,1/24/2021,34001.00,Pfizer/BioNTech
1050,Portugal,12/27/2020,2791.00,Pfizer/BioNTech
1051,Portugal,12/28/2020,2791.00,Pfizer/BioNTech
1052,Portugal,12/29/2020,7702.00,Pfizer/BioNTech
1053,Portugal,12/30/2020,8527.00,Pfizer/BioNTech
1054,Portugal,12/31/2020,6946.00,Pfizer/BioNTech
1055,Portugal,1/1/2021,5557.00,Pfizer/BioNTech
1056,Portugal,1/2/2021,4631.00,Pfizer/BioNTech
1057,Portugal,1/3/2021,3970.00,Pfizer/BioNTech
1058,Portugal,1/4/2021,3702.00,Pfizer/BioNTech
1059,Portugal,1/5/2021,3724.00,Pfizer/BioNTech
1060,Portugal,1/6/2021,4416.00,Pfizer/BioNTech
1061,Portugal,1/7/2021,5572.00,Pfizer/BioNTech
1062,Portugal,1/8/2021,5929.00,Pfizer/BioNTech
1063,Portugal,1/9/2021,5943.00,Pfizer/BioNTech
1064,Portugal,1/10/2021,5949.00,Pfizer/BioNTech
1065,Portugal,1/11/2021,5944.00,Pfizer/BioNTech
1066,Portugal,1/12/2021,5676.00,Pfizer/BioNTech
1067,Portugal,1/13/2021,5501.00,Pfizer/BioNTech
1068,Portugal,1/14/2021,5623.00,Pfizer/BioNTech
1069,Portugal,1/15/2021,6335.00,Pfizer/BioNTech
1070,Portugal,1/16/2021,6540.00,Pfizer/BioNTech
1071,Portugal,1/17/2021,6701.00,Pfizer/BioNTech
1072,Portugal,1/18/2021,7061.00,Pfizer/BioNTech
1073,Portugal,1/19/2021,8896.00,Pfizer/BioNTech
1074,Portugal,1/20/2021,11058.00,Pfizer/BioNTech
1075,Portugal,1/21/2021,14194.00,Pfizer/BioNTech
1076,Portugal,1/22/2021,16876.00,Pfizer/BioNTech
1077,Portugal,1/23/2021,18770.00,Pfizer/BioNTech
1078,Portugal,1/24/2021,19200.00,Pfizer/BioNTech
1079,Romania,12/28/2020,712.00,Pfizer/BioNTech
1080,Romania,12/29/2020,712.00,Pfizer/BioNTech
1081,Romania,12/30/2020,1800.00,Pfizer/BioNTech
1082,Romania,12/31/2020,2741.00,Pfizer/BioNTech
1083,Romania,1/1/2021,2398.00,Pfizer/BioNTech
1084,Romania,1/2/2021,2235.00,Pfizer/BioNTech
1085,Romania,1/3/2021,1922.00,Pfizer/BioNTech
1086,Romania,1/4/2021,3349.00,Pfizer/BioNTech
1087,Romania,1/5/2021,5547.00,Pfizer/BioNTech
1088,Romania,1/6/2021,7555.00,Pfizer/BioNTech
1089,Romania,1/7/2021,9444.00,Pfizer/BioNTech
1090,Romania,1/8/2021,11579.00,Pfizer/BioNTech
1091,Romania,1/9/2021,12723.00,Pfizer/BioNTech
1092,Romania,1/10/2021,13528.00,Pfizer/BioNTech
1093,Romania,1/11/2021,14240.00,Pfizer/BioNTech
1094,Romania,1/12/2021,14120.00,Pfizer/BioNTech
1095,Romania,1/13/2021,13673.00,Pfizer/BioNTech
1096,Romania,1/14/2021,13030.00,Pfizer/BioNTech
1097,Romania,1/15/2021,12995.00,Pfizer/BioNTech
1098,Romania,1/16/2021,13398.00,Pfizer/BioNTech
1099,Romania,1/17/2021,13824.00,Pfizer/BioNTech
1100,Romania,1/18/2021,15721.00,Pfizer/BioNTech
1101,Romania,1/19/2021,18514.00,Pfizer/BioNTech
1102,Romania,1/20/2021,22017.00,Pfizer/BioNTech
1103,Romania,1/21/2021,25783.00,Pfizer/BioNTech
1104,Romania,1/22/2021,28895.00,Pfizer/BioNTech
1105,Romania,1/23/2021,31828.00,Pfizer/BioNTech
1106,Romania,1/24/2021,34461.00,Pfizer/BioNTech
1107,Romania,1/25/2021,35627.00,Pfizer/BioNTech
1108,Russia,12/15/2020,3357.00,Sputnik V
1109,Russia,12/16/2020,3357.00,Sputnik V
1110,Russia,12/17/2020,3357.00,Sputnik V
1111,Russia,12/18/2020,3357.00,Sputnik V
1112,Russia,12/19/2020,3357.00,Sputnik V
1113,Russia,12/20/2020,3357.00,Sputnik V
1114,Russia,12/21/2020,3357.00,Sputnik V
1115,Russia,12/22/2020,3357.00,Sputnik V
1116,Russia,12/23/2020,12592.00,Sputnik V
1117,Russia,12/24/2020,21827.00,Sputnik V
1118,Russia,12/25/2020,31061.00,Sputnik V
1119,Russia,12/26/2020,40296.00,Sputnik V
1120,Russia,12/27/2020,49531.00,Sputnik V
1121,Russia,12/28/2020,58765.00,Sputnik V
1122,Russia,12/29/2020,68000.00,Sputnik V
1123,Russia,12/30/2020,68000.00,Sputnik V
1124,Russia,12/31/2020,68000.00,Sputnik V
1125,Russia,1/1/2021,68000.00,Sputnik V
1126,Russia,1/2/2021,68000.00,Sputnik V
1127,Russia,1/3/2021,60883.00,Sputnik V
1128,Russia,1/4/2021,53766.00,Sputnik V
1129,Russia,1/5/2021,46649.00,Sputnik V
1130,Russia,1/6/2021,39532.00,Sputnik V
1131,Russia,1/7/2021,32416.00,Sputnik V
1132,Russia,1/8/2021,25299.00,Sputnik V
1133,Russia,1/9/2021,18182.00,Sputnik V
1134,Russia,1/10/2021,18182.00,Sputnik V
1135,Russia,1/11/2021,18182.00,Sputnik V
1136,Russia,1/12/2021,18182.00,Sputnik V
1137,Russia,1/13/2021,18182.00,Sputnik V
1138,Saudi Arabia,1/6/2021,14153.00,Pfizer/BioNTech
1139,Saudi Arabia,1/7/2021,37862.00,Pfizer/BioNTech
1140,Saudi Arabia,1/8/2021,23990.00,Pfizer/BioNTech
1141,Saudi Arabia,1/9/2021,19366.00,Pfizer/BioNTech
1142,Saudi Arabia,1/10/2021,17055.00,Pfizer/BioNTech
1143,Saudi Arabia,1/11/2021,15667.00,Pfizer/BioNTech
1144,Saudi Arabia,1/12/2021,16312.00,Pfizer/BioNTech
1145,Saudi Arabia,1/13/2021,16772.00,Pfizer/BioNTech
1146,Saudi Arabia,1/14/2021,14153.00,Pfizer/BioNTech
1147,Saudi Arabia,1/15/2021,15498.00,Pfizer/BioNTech
1148,Saudi Arabia,1/16/2021,16843.00,Pfizer/BioNTech
1149,Saudi Arabia,1/17/2021,18187.00,Pfizer/BioNTech
1150,Scotland,12/13/2020,3047.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1151,Scotland,12/14/2020,5821.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1152,Scotland,12/15/2020,5821.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1153,Scotland,12/16/2020,5821.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1154,Scotland,12/17/2020,5821.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1155,Scotland,12/18/2020,5821.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1156,Scotland,12/19/2020,5821.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1157,Scotland,12/20/2020,5821.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1158,Scotland,12/21/2020,5690.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1159,Scotland,12/22/2020,5558.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1160,Scotland,12/23/2020,5426.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1161,Scotland,12/24/2020,5295.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1162,Scotland,12/25/2020,5163.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1163,Scotland,12/26/2020,5031.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1164,Scotland,12/27/2020,4899.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1165,Scotland,12/28/2020,4635.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1166,Scotland,12/29/2020,4370.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1167,Scotland,12/30/2020,4105.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1168,Scotland,12/31/2020,3841.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1169,Scotland,1/1/2021,3576.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1170,Scotland,1/2/2021,3312.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1171,Scotland,1/3/2021,3047.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1172,Scotland,1/4/2021,3650.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1173,Scotland,1/5/2021,4254.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1174,Scotland,1/6/2021,4858.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1175,Scotland,1/7/2021,5461.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1176,Scotland,1/8/2021,6065.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1177,Scotland,1/9/2021,6668.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1178,Scotland,1/10/2021,7272.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1179,Scotland,1/11/2021,8042.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1180,Scotland,1/12/2021,9311.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1181,Scotland,1/13/2021,10621.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1182,Scotland,1/14/2021,11979.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1183,Scotland,1/15/2021,12869.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1184,Scotland,1/16/2021,13760.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1185,Scotland,1/17/2021,14651.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1186,Scotland,1/18/2021,15667.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1187,Scotland,1/19/2021,17018.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1188,Scotland,1/20/2021,18277.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1189,Scotland,1/21/2021,19282.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1190,Scotland,1/22/2021,20597.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1191,Scotland,1/23/2021,22034.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1192,Scotland,1/24/2021,21750.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1193,Serbia,1/8/2021,1150.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1194,Serbia,1/9/2021,1150.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1195,Serbia,1/10/2021,1150.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1196,Serbia,1/11/2021,1503.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1197,Serbia,1/12/2021,1680.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1198,Serbia,1/13/2021,1785.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1199,Serbia,1/14/2021,1856.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1200,Serbia,1/15/2021,2221.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1201,Serbia,1/16/2021,2687.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1202,Serbia,1/17/2021,3153.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1203,Serbia,1/18/2021,3468.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1204,Serbia,1/19/2021,3783.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1205,Serbia,1/20/2021,4098.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1206,Serbia,1/21/2021,9528.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1207,Serbia,1/22/2021,13880.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1208,Serbia,1/23/2021,19485.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1209,Serbia,1/24/2021,26632.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1210,Serbia,1/25/2021,31534.00,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1211,Seychelles,1/9/2021,500.00,Sinopharm
1212,Seychelles,1/10/2021,500.00,Sinopharm
1213,Seychelles,1/11/2021,500.00,Sinopharm
1214,Seychelles,1/12/2021,500.00,Sinopharm
1215,Seychelles,1/13/2021,500.00,Sinopharm
1216,Seychelles,1/14/2021,600.00,Sinopharm
1217,Seychelles,1/15/2021,667.00,Sinopharm
1218,Seychelles,1/16/2021,1000.00,Sinopharm
1219,Seychelles,1/17/2021,1118.00,Sinopharm
1220,Seychelles,1/18/2021,1236.00,Sinopharm
1221,Seychelles,1/19/2021,1354.00,Sinopharm
1222,Seychelles,1/20/2021,1595.00,Sinopharm
1223,Seychelles,1/21/2021,1718.00,Sinopharm
1224,Seychelles,1/22/2021,1841.00,Sinopharm
1225,Seychelles,1/23/2021,1622.00,Sinopharm
1226,Singapore,1/11/2021,2800.00,Pfizer/BioNTech
1227,Singapore,1/12/2021,2800.00,Pfizer/BioNTech
1228,Singapore,1/13/2021,4090.00,Pfizer/BioNTech
1229,Singapore,1/14/2021,4520.00,Pfizer/BioNTech
1230,Singapore,1/15/2021,4735.00,Pfizer/BioNTech
1231,Singapore,1/16/2021,4864.00,Pfizer/BioNTech
1232,Singapore,1/17/2021,4950.00,Pfizer/BioNTech
1233,Singapore,1/18/2021,5011.00,Pfizer/BioNTech
1234,Singapore,1/19/2021,5380.00,Pfizer/BioNTech
1235,Singapore,1/20/2021,5380.00,Pfizer/BioNTech
1236,Singapore,1/21/2021,5380.00,Pfizer/BioNTech
1237,Singapore,1/22/2021,5380.00,Pfizer/BioNTech
1238,Slovakia,1/4/2021,425.00,Pfizer/BioNTech
1239,Slovakia,1/5/2021,425.00,Pfizer/BioNTech
1240,Slovakia,1/6/2021,3309.00,Pfizer/BioNTech
1241,Slovakia,1/7/2021,4544.00,Pfizer/BioNTech
1242,Slovakia,1/8/2021,5137.00,Pfizer/BioNTech
1243,Slovakia,1/9/2021,4456.00,Pfizer/BioNTech
1244,Slovakia,1/10/2021,4221.00,Pfizer/BioNTech
1245,Slovakia,1/11/2021,4174.00,Pfizer/BioNTech
1246,Slovakia,1/12/2021,5616.00,Pfizer/BioNTech
1247,Slovakia,1/13/2021,5661.00,Pfizer/BioNTech
1248,Slovakia,1/14/2021,5685.00,Pfizer/BioNTech
1249,Slovakia,1/15/2021,5744.00,Pfizer/BioNTech
1250,Slovakia,1/16/2021,5669.00,Pfizer/BioNTech
1251,Slovakia,1/17/2021,5241.00,Pfizer/BioNTech
1252,Slovakia,1/18/2021,5968.00,Pfizer/BioNTech
1253,Slovakia,1/19/2021,5473.00,Pfizer/BioNTech
1254,Slovakia,1/20/2021,5585.00,Pfizer/BioNTech
1255,Slovakia,1/21/2021,5535.00,Pfizer/BioNTech
1256,Slovenia,1/3/2021,1270.00,Pfizer/BioNTech
1257,Slovenia,1/4/2021,1270.00,Pfizer/BioNTech
1258,Slovenia,1/5/2021,1484.00,Pfizer/BioNTech
1259,Slovenia,1/6/2021,2110.00,Pfizer/BioNTech
1260,Slovenia,1/7/2021,2601.00,Pfizer/BioNTech
1261,Slovenia,1/8/2021,2718.00,Pfizer/BioNTech
1262,Slovenia,1/9/2021,2333.00,Pfizer/BioNTech
1263,Slovenia,1/10/2021,2087.00,Pfizer/BioNTech
1264,Slovenia,1/11/2021,2183.00,Pfizer/BioNTech
1265,Slovenia,1/12/2021,2223.00,Pfizer/BioNTech
1266,Slovenia,1/13/2021,2471.00,Pfizer/BioNTech
1267,Slovenia,1/14/2021,2689.00,Pfizer/BioNTech
1268,Slovenia,1/15/2021,3036.00,Pfizer/BioNTech
1269,Slovenia,1/16/2021,3073.00,Pfizer/BioNTech
1270,Slovenia,1/17/2021,3070.00,Pfizer/BioNTech
1271,Slovenia,1/18/2021,2942.00,Pfizer/BioNTech
1272,Slovenia,1/19/2021,2772.00,Pfizer/BioNTech
1273,Slovenia,1/20/2021,2415.00,Pfizer/BioNTech
1274,Slovenia,1/21/2021,2420.00,Pfizer/BioNTech
1275,Slovenia,1/22/2021,2009.00,Pfizer/BioNTech
1276,Slovenia,1/23/2021,2034.00,Pfizer/BioNTech
1277,Slovenia,1/24/2021,1992.00,Pfizer/BioNTech
1278,Spain,1/4/2021,41496.00,"Moderna, Pfizer/BioNTech"
1279,Spain,1/5/2021,56505.00,"Moderna, Pfizer/BioNTech"
1280,Spain,1/6/2021,45248.00,"Moderna, Pfizer/BioNTech"
1281,Spain,1/7/2021,41496.00,"Moderna, Pfizer/BioNTech"
1282,Spain,1/8/2021,48786.00,"Moderna, Pfizer/BioNTech"
1283,Spain,1/9/2021,47569.00,"Moderna, Pfizer/BioNTech"
1284,Spain,1/10/2021,46759.00,"Moderna, Pfizer/BioNTech"
1285,Spain,1/11/2021,46180.00,"Moderna, Pfizer/BioNTech"
1286,Spain,1/12/2021,49826.00,"Moderna, Pfizer/BioNTech"
1287,Spain,1/13/2021,58330.00,"Moderna, Pfizer/BioNTech"
1288,Spain,1/14/2021,66980.00,"Moderna, Pfizer/BioNTech"
1289,Spain,1/15/2021,70139.00,"Moderna, Pfizer/BioNTech"
1290,Spain,1/16/2021,70181.00,"Moderna, Pfizer/BioNTech"
1291,Spain,1/17/2021,70223.00,"Moderna, Pfizer/BioNTech"
1292,Spain,1/18/2021,70264.00,"Moderna, Pfizer/BioNTech"
1293,Spain,1/19/2021,68282.00,"Moderna, Pfizer/BioNTech"
1294,Spain,1/20/2021,63471.00,"Moderna, Pfizer/BioNTech"
1295,Spain,1/21/2021,61016.00,"Moderna, Pfizer/BioNTech"
1296,Spain,1/22/2021,56696.00,"Moderna, Pfizer/BioNTech"
1297,Spain,1/23/2021,53971.00,"Moderna, Pfizer/BioNTech"
1298,Spain,1/24/2021,51247.00,"Moderna, Pfizer/BioNTech"
1299,Spain,1/25/2021,48522.00,"Moderna, Pfizer/BioNTech"
1300,Sweden,12/27/2020,3859.00,Pfizer/BioNTech
1301,Sweden,12/28/2020,3859.00,Pfizer/BioNTech
1302,Sweden,12/29/2020,3859.00,Pfizer/BioNTech
1303,Sweden,12/30/2020,3859.00,Pfizer/BioNTech
1304,Sweden,12/31/2020,3859.00,Pfizer/BioNTech
1305,Sweden,1/1/2021,3859.00,Pfizer/BioNTech
1306,Sweden,1/2/2021,3859.00,Pfizer/BioNTech
1307,Sweden,1/3/2021,3859.00,Pfizer/BioNTech
1308,Sweden,1/4/2021,4294.00,Pfizer/BioNTech
1309,Sweden,1/5/2021,4729.00,Pfizer/BioNTech
1310,Sweden,1/6/2021,5165.00,Pfizer/BioNTech
1311,Sweden,1/7/2021,5600.00,Pfizer/BioNTech
1312,Sweden,1/8/2021,6035.00,Pfizer/BioNTech
1313,Sweden,1/9/2021,6470.00,Pfizer/BioNTech
1314,Sweden,1/10/2021,6905.00,Pfizer/BioNTech
1315,Sweden,1/11/2021,7292.00,Pfizer/BioNTech
1316,Sweden,1/12/2021,7680.00,Pfizer/BioNTech
1317,Sweden,1/13/2021,8067.00,Pfizer/BioNTech
1318,Sweden,1/14/2021,8454.00,Pfizer/BioNTech
1319,Sweden,1/15/2021,8841.00,Pfizer/BioNTech
1320,Sweden,1/16/2021,9228.00,Pfizer/BioNTech
1321,Sweden,1/17/2021,9616.00,Pfizer/BioNTech
1322,Switzerland,12/23/2020,3000.00,Pfizer/BioNTech
1323,Switzerland,12/24/2020,3000.00,Pfizer/BioNTech
1324,Switzerland,12/25/2020,3000.00,Pfizer/BioNTech
1325,Switzerland,12/26/2020,3000.00,Pfizer/BioNTech
1326,Switzerland,12/27/2020,3000.00,Pfizer/BioNTech
1327,Switzerland,12/28/2020,3000.00,Pfizer/BioNTech
1328,Switzerland,12/29/2020,3000.00,Pfizer/BioNTech
1329,Switzerland,12/30/2020,3000.00,Pfizer/BioNTech
1330,Switzerland,12/31/2020,3000.00,Pfizer/BioNTech
1331,Switzerland,1/1/2021,3000.00,Pfizer/BioNTech
1332,Switzerland,1/2/2021,3000.00,Pfizer/BioNTech
1333,Switzerland,1/3/2021,3000.00,Pfizer/BioNTech
1334,Switzerland,1/4/2021,3000.00,Pfizer/BioNTech
1335,Switzerland,1/5/2021,3000.00,Pfizer/BioNTech
1336,Switzerland,1/6/2021,3000.00,Pfizer/BioNTech
1337,Switzerland,1/7/2021,3000.00,Pfizer/BioNTech
1338,Switzerland,1/8/2021,3000.00,Pfizer/BioNTech
1339,Switzerland,1/9/2021,3000.00,Pfizer/BioNTech
1340,Switzerland,1/10/2021,3000.00,Pfizer/BioNTech
1341,Switzerland,1/11/2021,3000.00,Pfizer/BioNTech
1342,Switzerland,1/12/2021,3000.00,Pfizer/BioNTech
1343,Switzerland,1/13/2021,3000.00,Pfizer/BioNTech
1344,Switzerland,1/14/2021,3000.00,Pfizer/BioNTech
1345,Switzerland,1/15/2021,3829.00,Pfizer/BioNTech
1346,Switzerland,1/16/2021,4657.00,Pfizer/BioNTech
1347,Switzerland,1/17/2021,5486.00,Pfizer/BioNTech
1348,Switzerland,1/18/2021,6314.00,Pfizer/BioNTech
1349,Switzerland,1/19/2021,7143.00,Pfizer/BioNTech
1350,Switzerland,1/20/2021,10984.00,Pfizer/BioNTech
1351,Switzerland,1/21/2021,14826.00,Pfizer/BioNTech
1352,Turkey,1/13/2021,67192.00,Sinovac
1353,Turkey,1/14/2021,279452.00,Sinovac
1354,Turkey,1/15/2021,308326.00,Sinovac
1355,Turkey,1/16/2021,225634.00,Sinovac
1356,Turkey,1/17/2021,176613.00,Sinovac
1357,Turkey,1/18/2021,166482.00,Sinovac
1358,Turkey,1/19/2021,158439.00,Sinovac
1359,Turkey,1/20/2021,150356.00,Sinovac
1360,Turkey,1/21/2021,120115.00,Sinovac
1361,Turkey,1/22/2021,83651.00,Sinovac
1362,Turkey,1/23/2021,78569.00,Sinovac
1363,Turkey,1/24/2021,76886.00,Sinovac
1364,Turkey,1/25/2021,67192.00,Sinovac
1365,United Arab Emirates,1/5/2021,30698.00,"Pfizer/BioNTech, Sinopharm"
1366,United Arab Emirates,1/6/2021,30698.00,"Pfizer/BioNTech, Sinopharm"
1367,United Arab Emirates,1/7/2021,30698.00,"Pfizer/BioNTech, Sinopharm"
1368,United Arab Emirates,1/8/2021,38418.00,"Pfizer/BioNTech, Sinopharm"
1369,United Arab Emirates,1/9/2021,48512.00,"Pfizer/BioNTech, Sinopharm"
1370,United Arab Emirates,1/10/2021,52053.00,"Pfizer/BioNTech, Sinopharm"
1371,United Arab Emirates,1/11/2021,56825.00,"Pfizer/BioNTech, Sinopharm"
1372,United Arab Emirates,1/12/2021,64193.00,"Pfizer/BioNTech, Sinopharm"
1373,United Arab Emirates,1/13/2021,76797.00,"Pfizer/BioNTech, Sinopharm"
1374,United Arab Emirates,1/14/2021,91448.00,"Pfizer/BioNTech, Sinopharm"
1375,United Arab Emirates,1/15/2021,103490.00,"Pfizer/BioNTech, Sinopharm"
1376,United Arab Emirates,1/16/2021,111082.00,"Pfizer/BioNTech, Sinopharm"
1377,United Arab Emirates,1/17/2021,113744.00,"Pfizer/BioNTech, Sinopharm"
1378,United Arab Emirates,1/18/2021,114896.00,"Pfizer/BioNTech, Sinopharm"
1379,United Arab Emirates,1/19/2021,112816.00,"Pfizer/BioNTech, Sinopharm"
1380,United Arab Emirates,1/20/2021,109510.00,"Pfizer/BioNTech, Sinopharm"
1381,United Arab Emirates,1/21/2021,102605.00,"Pfizer/BioNTech, Sinopharm"
1382,United Arab Emirates,1/22/2021,96156.00,"Pfizer/BioNTech, Sinopharm"
1383,United Arab Emirates,1/23/2021,89839.00,"Pfizer/BioNTech, Sinopharm"
1384,United Arab Emirates,1/24/2021,86430.00,"Pfizer/BioNTech, Sinopharm"
1385,United Arab Emirates,1/25/2021,85653.00,"Pfizer/BioNTech, Sinopharm"
1386,United Kingdom,12/20/2020,46423.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1387,United Kingdom,12/21/2020,46423.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1388,United Kingdom,12/22/2020,46423.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1389,United Kingdom,12/23/2020,46423.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1390,United Kingdom,12/24/2020,46423.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1391,United Kingdom,12/25/2020,46423.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1392,United Kingdom,12/26/2020,46423.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1393,United Kingdom,12/27/2020,46423.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1394,United Kingdom,12/28/2020,47738.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1395,United Kingdom,12/29/2020,49053.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1396,United Kingdom,12/30/2020,50369.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1397,United Kingdom,12/31/2020,51684.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1398,United Kingdom,1/1/2021,52999.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1399,United Kingdom,1/2/2021,54315.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1400,United Kingdom,1/3/2021,55630.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1401,United Kingdom,1/4/2021,74138.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1402,United Kingdom,1/5/2021,92647.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1403,United Kingdom,1/6/2021,111155.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1404,United Kingdom,1/7/2021,129663.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1405,United Kingdom,1/8/2021,148171.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1406,United Kingdom,1/9/2021,166680.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1407,United Kingdom,1/10/2021,185188.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1408,United Kingdom,1/11/2021,182424.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1409,United Kingdom,1/12/2021,187930.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1410,United Kingdom,1/13/2021,202716.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1411,United Kingdom,1/14/2021,222253.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1412,United Kingdom,1/15/2021,242692.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1413,United Kingdom,1/16/2021,256292.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1414,United Kingdom,1/17/2021,262404.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1415,United Kingdom,1/18/2021,268518.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1416,United Kingdom,1/19/2021,286118.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1417,United Kingdom,1/20/2021,297294.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1418,United Kingdom,1/21/2021,310246.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1419,United Kingdom,1/22/2021,331933.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1420,United Kingdom,1/23/2021,362307.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1421,United Kingdom,1/24/2021,361321.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
1422,United States,12/20/2020,57909.00,"Moderna, Pfizer/BioNTech"
1423,United States,12/21/2020,57909.00,"Moderna, Pfizer/BioNTech"
1424,United States,12/22/2020,127432.00,"Moderna, Pfizer/BioNTech"
1425,United States,12/23/2020,150606.00,"Moderna, Pfizer/BioNTech"
